1,2,3,4,5,6
0.001184807122293,0.669304814422301,1.67746481569584,2.30208980672942,23.2939553751073,8.8689271478315
0.001184807122293,0.126648485606396,0.465219971533373,3.09340799569651,33.7897241544038,209.565297879124
0.003956792708048,0.669304814422301,1.22882067231997,3.73189352974174,1.84969807267427,181.398311902512
0.001184807122293,0.219810003228458,0.857714258677132,3.09340799569651,32.5031302319784,103.592317154574
0.001674863536043,0.125069852359359,0.066178121675595,4.74458026173703,37.1798394615965,8.92072269595638
0.001184807122293,0.159429672445612,1.35256185842036,6.06338068395166,33.5397819579637,140.691994315265
0.001184807122293,0.696466659204359,1.25885257691742,6.29237150118462,8.4553583932766,187.244997222047
0.001184807122293,0.125069852359359,1.67746481569584,6.06338068395166,8.4553583932766,217.124347441283
0.001184807122293,0.353391309914348,2.16991913210834,5.29479303786588,17.5105544727522,91.8154027324601
0.009379362249667,0.353391309914348,1.25885257691742,6.29237150118462,54.5373579950553,152.76842063024
0.003956792708048,0.66742388627386,0.066178121675595,0.037490315608277,43.9554220019904,169.638450911613
0.009379362249667,0.159429672445612,1.22882067231997,3.09340799569651,14.3608358609851,97.5695280685932
0.003956792708048,0.669304814422301,0.818553339151812,4.6054955934053,32.5031302319784,254.799279843241
0.00020482741343,0.126648485606396,1.22882067231997,4.7468951955961,33.5397819579637,58.8187069687775
0.001674863536043,0.353391309914348,0.066178121675595,0.037490315608277,1.84969807267427,225.833614653111
0.009379362249667,0.669304814422301,0.863493915151615,1.52320640565195,43.9980997912478,8.92072269595638
0.001184807122293,0.353391309914348,1.22882067231997,3.7936094671661,45.2961469118119,47.5888717937421
0.003956792708048,0.66742388627386,2.00031441759586,4.1741356298455,17.709391819374,191.527412507716
0.001184807122293,0.878134665686893,1.67746481569584,6.34272253618165,32.1587718862679,181.398311902512
0.001674863536043,0.159429672445612,1.64217464473662,2.08752074050747,15.5427798929805,242.182802358828
0.00020482741343,0.85605963691398,0.863493915151615,2.30208980672942,43.1487806861858,255.004165735762
0.00020482741343,0.126648485606396,1.35256185842036,2.08752074050747,33.5397819579637,95.5369593930345
0.003956792708048,0.353391309914348,1.67746481569584,4.7468951955961,15.620432561882,130.165858600398
0.003956792708048,0.126648485606396,0.818553339151812,2.30208980672942,1.07176153076805,228.018700400597
0.001674863536043,0.696466659204359,1.22882067231997,6.22554419069388,57.1870153675368,39.5398002356328
0.001184807122293,0.125069852359359,1.67746481569584,4.6054955934053,25.7352422390222,161.575617575026
0.001184807122293,0.125069852359359,0.863493915151615,3.7936094671661,43.9980997912478,150.288941775017
0.001674863536043,0.696466659204359,1.84381524125871,5.00276884416484,15.5427798929805,50.0030781445596
0.003956792708048,0.126648485606396,1.67746481569584,3.7936094671661,48.4417145872661,103.592317154574
0.001674863536043,0.126648485606396,1.6495891729209,2.08752074050747,8.4553583932766,215.257396087822
0.001184807122293,0.219810003228458,0.465219971533373,4.7468951955961,15.5427798929805,50.0030781445596
0.00020482741343,0.125069852359359,0.722227118556842,0.743270962363163,17.709391819374,250.928190832399
0.009379362249667,0.159429672445612,0.857714258677132,4.87620093228643,36.7001567377274,6.64419376858369
0.003956792708048,0.159429672445612,1.6330102735916,6.06338068395166,26.9381852911549,60.4348320438794
0.00020482741343,0.126648485606396,1.6495891729209,2.71127987124956,1.07176153076805,65.6839175330035
0.003956792708048,0.159429672445612,2.29039417191714,3.7936094671661,43.1487806861858,148.7774626615
0.00020482741343,0.159429672445612,1.84381524125871,6.06338068395166,8.9108511019036,68.3252661302867
0.003956792708048,0.353391309914348,2.29039417191714,6.29237150118462,50.0140539744313,17.2757935427454
0.00020482741343,0.353391309914348,1.22882067231997,2.51405697924878,43.9980997912478,157.466060118674
0.003956792708048,0.159429672445612,0.857714258677132,6.22554419069388,1.07372705559584,258.742703347149
0.009379362249667,0.125069852359359,0.465219971533373,4.87620093228643,14.8781772804836,150.605654613525
0.003956792708048,0.878134665686893,1.79515146755944,1.856735463308,43.1487806861858,84.4089105854411
0.003956792708048,0.696466659204359,0.863493915151615,0.21624656903035,57.12509089786,213.703381169288
0.009379362249667,0.126648485606396,1.6495891729209,5.00276884416484,48.4417145872661,224.054044872822
0.003956792708048,0.85605963691398,2.29039417191714,6.06338068395166,25.3237048578636,55.7949502319912
0.00020482741343,0.353391309914348,2.00031441759586,6.22554419069388,45.2961469118119,213.957209061636
0.003956792708048,0.85605963691398,1.35256185842036,4.1741356298455,32.1587718862679,239.955107735123
0.009379362249667,0.219810003228458,1.79515146755944,5.56547154459592,8.9108511019036,222.278416916466
0.003956792708048,0.696466659204359,1.67746481569584,2.51405697924878,14.3608358609851,228.904976505867
0.003956792708048,0.159429672445612,0.818553339151812,4.7468951955961,55.8292458130439,235.020996283047
0.001674863536043,0.66742388627386,1.79515146755944,3.7936094671661,48.4417145872661,237.549257996309
0.003956792708048,0.66742388627386,1.84381524125871,5.29479303786588,47.8056361857792,3.54533039219188
0.001674863536043,0.159429672445612,0.857714258677132,6.34272253618165,14.8781772804836,206.01851352345
0.00020482741343,0.66742388627386,0.465219971533373,3.05970980393523,33.6583449956979,113.707852315499
0.001674863536043,0.85605963691398,0.863493915151615,5.08499391660434,14.3608358609851,8.8689271478315
0.009379362249667,0.219810003228458,0.465219971533373,3.73189352974174,1.97196685989932,217.124347441283
0.009379362249667,0.219810003228458,1.22882067231997,3.7936094671661,47.6425939958779,81.4735216669869
0.00020482741343,0.85605963691398,1.25885257691742,2.51405697924878,47.6683103538848,153.640115481056
0.001184807122293,0.126648485606396,1.22882067231997,2.51405697924878,28.736816866119,225.032366272596
0.009379362249667,0.159429672445612,1.79165392150495,5.29479303786588,1.07176153076805,113.707852315499
0.00020482741343,0.696466659204359,0.863493915151615,5.08499391660434,50.0140539744313,2.66757463834939
0.001184807122293,0.696466659204359,1.64217464473662,5.56547154459592,36.7001567377274,191.025114553632
0.00020482741343,0.66742388627386,1.25885257691742,6.06338068395166,16.4072398110709,213.957209061636
0.00020482741343,0.353391309914348,0.857714258677132,4.87620093228643,37.1798394615965,178.142358642206
0.00020482741343,0.669304814422301,1.35256185842036,5.56547154459592,33.6583449956979,17.8770519181122
0.003956792708048,0.353391309914348,1.64217464473662,4.87620093228643,22.5509609616799,22.155035759993
0.001674863536043,0.159429672445612,0.372745389430167,5.57549659742368,8.03853864982068,224.246861704966
0.003956792708048,0.85605963691398,1.84381524125871,1.52320640565195,54.5373579950553,252.702863910501
0.009379362249667,0.353391309914348,0.465219971533373,1.52320640565195,28.736816866119,68.3990618382785
0.001674863536043,0.219810003228458,1.35256185842036,5.56547154459592,5.11512401817633,116.491783521995
0.003956792708048,0.219810003228458,1.84381524125871,4.1741356298455,33.5397819579637,65.6839175330035
0.00020482741343,0.219810003228458,1.6330102735916,2.51405697924878,48.4417145872661,249.998732338882
0.003956792708048,0.353391309914348,2.00031441759586,2.51405697924878,16.4072398110709,6.64419376858369
0.001674863536043,0.696466659204359,0.372745389430167,5.08499391660434,1.84969807267427,255.004165735762
0.00020482741343,0.66742388627386,1.67746481569584,2.71127987124956,17.709391819374,138.079505458871
0.00020482741343,0.219810003228458,1.22882067231997,5.00276884416484,47.6425939958779,58.8187069687775
0.001184807122293,0.159429672445612,2.16991913210834,0.037490315608277,36.230658880333,112.140505379341
0.009379362249667,0.85605963691398,2.29039417191714,5.40840157371852,55.8292458130439,254.799279843241
0.00020482741343,0.353391309914348,1.64217464473662,4.7468951955961,56.1383942102751,209.565297879124
0.003956792708048,0.353391309914348,1.25885257691742,3.73189352974174,1.97196685989932,168.878855810185
0.009379362249667,0.85605963691398,1.6495891729209,4.7468951955961,16.4072398110709,237.324401574193
0.00020482741343,0.66742388627386,2.16991913210834,2.51405697924878,5.11512401817633,123.218577668794
0.009379362249667,0.85605963691398,1.84381524125871,0.21624656903035,1.58969036809405,161.575617575026
0.00020482741343,0.159429672445612,2.16991913210834,0.037490315608277,1.07372705559584,134.239958963578
0.009379362249667,0.85605963691398,0.465219971533373,5.29479303786588,50.0140539744313,97.5695280685932
0.001184807122293,0.126648485606396,0.863493915151615,6.29237150118462,10.7067669185716,24.1621590955297
0.003956792708048,0.125069852359359,0.863493915151615,5.08499391660434,45.2961469118119,103.592317154574
0.001184807122293,0.85605963691398,1.22882067231997,0.861369047618863,1.97196685989932,225.032366272596
0.009379362249667,0.85605963691398,1.79515146755944,2.08752074050747,36.230658880333,161.575617575026
0.00020482741343,0.878134665686893,1.79515146755944,5.57549659742368,43.9554220019904,213.726615753942
0.001184807122293,0.85605963691398,1.67746481569584,4.7468951955961,47.6683103538848,139.437632079556
0.003956792708048,0.125069852359359,0.465219971533373,5.40840157371852,14.3608358609851,6.64419376858369
0.001674863536043,0.353391309914348,1.6495891729209,3.7936094671661,36.7001567377274,122.433731943151
0.00020482741343,0.696466659204359,1.35256185842036,0.861369047618863,26.9381852911549,64.7518759399785
0.009379362249667,0.66742388627386,1.64217464473662,0.861369047618863,15.620432561882,162.537317828606
0.001674863536043,0.353391309914348,0.818553339151812,2.71127987124956,8.03853864982068,65.7320285972047
0.001674863536043,0.126648485606396,1.84381524125871,5.40840157371852,14.8781772804836,186.759947389744
0.001674863536043,0.669304814422301,1.84381524125871,5.40840157371852,8.03853864982068,261.623661499973
0.003956792708048,0.219810003228458,1.35256185842036,0.861369047618863,47.8056361857792,63.8510090849273
0.001674863536043,0.219810003228458,0.372745389430167,1.52320640565195,32.5031302319784,8.72921460602327
0.009379362249667,0.878134665686893,2.16991913210834,4.1741356298455,43.1487806861858,15.8976742678406
0.009379362249667,0.353391309914348,1.64217464473662,3.09340799569651,45.2961469118119,258.742703347149
