1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
-0.00484716,-0.00118611,0.00392533,0.0109975,0.0204321,0.0305971,0.0435503,0.0599583,0.0765567,0.100155,0.128959,0.165338,0.211751,0.269564,0.370848,0.487609,0.641462,0.842596
-0.000640922,0.0266984,0.0675919,0.111281,0.158984,0.20831,0.258973,0.310599,0.357224,0.410523,0.47371,0.544491,0.629672,0.730481,0.860365,1.02763,1.22276,1.49476
-0.0045881,-0.00100947,0.00393474,0.0108844,0.0206856,0.0306548,0.0440468,0.0578191,0.0776476,0.100998,0.130325,0.167475,0.215058,0.278961,0.37642,0.502652,0.66043,0.87285
-0.00344317,0.0039095,0.0168558,0.0333514,0.0521855,0.0712779,0.0926075,0.115912,0.135924,0.165344,0.202248,0.246756,0.313146,0.370139,0.458427,0.591158,0.824954,1.07782
-0.00338706,0.00468629,0.0194251,0.0387977,0.0614581,0.08679,0.113929,0.139832,0.175839,0.213868,0.25934,0.313948,0.379858,0.460686,0.575226,0.717274,0.893342,1.11945
-0.00180757,0.0191374,0.0521161,0.0912318,0.13297,0.176464,0.22176,0.274822,0.314839,0.393408,0.438429,0.515577,0.60779,0.71988,0.852124,1.0416,1.27009,1.55554
-0.00467644,-0.000731807,0.00505304,0.0142793,0.0260377,0.0398798,0.0574099,0.0778227,0.09981,0.130065,0.167318,0.214039,0.273626,0.364208,0.473296,0.623035,0.812916,1.06085
-0.00498049,-0.00108438,0.00449419,0.0122626,0.0223488,0.0347163,0.0488861,0.0638876,0.0842865,0.109329,0.140221,0.180006,0.229778,0.302941,0.399682,0.524278,0.696974,0.913741
-0.00251014,0.0114905,0.0352525,0.0642849,0.0964241,0.131134,0.166402,0.206186,0.240593,0.289471,0.343024,0.406677,0.481674,0.571265,0.689842,0.83374,1.01434,1.24454
-0.00504947,-0.00264371,0.00215959,0.00729727,0.0136192,0.0200298,0.0283001,0.0381668,0.0485646,0.0636206,0.0837186,0.109924,0.145052,0.187635,0.284169,0.392981,0.547025,0.74695
-0.00044275,0.0271254,0.0685737,0.115102,0.166019,0.22,0.27267,0.332238,0.39088,0.444716,0.514446,0.595264,0.687863,0.79654,0.927965,1.08105,1.2936,1.53995
-0.000612191,0.0269989,0.0697158,0.117561,0.167129,0.222164,0.274162,0.330657,0.404248,0.4588,0.560996,0.616517,0.718227,0.83983,0.988418,1.18009,1.40079,1.70177
-0.0032724,0.00450937,0.0186698,0.0373303,0.0586336,0.0830176,0.103328,0.133779,0.171716,0.198236,0.24117,0.292399,0.354443,0.430463,0.538574,0.667452,0.829916,1.04562
-0.00336063,0.0047046,0.0194248,0.0389516,0.0609337,0.0863423,0.114712,0.140519,0.176067,0.215977,0.264036,0.321852,0.392958,0.478534,0.609748,0.767726,0.971898,1.23472
-0.00140935,0.0191194,0.0512351,0.0889518,0.129349,0.172529,0.216322,0.262239,0.312159,0.353715,0.415789,0.483055,0.564699,0.661817,0.804205,0.917842,1.08776,1.38968
-0.00457285,-0.00115551,0.00384797,0.011109,0.0202973,0.0323553,0.0453916,0.057865,0.0791462,0.102672,0.129242,0.166646,0.216823,0.278111,0.341504,0.479552,0.644959,0.844174
-0.00317092,0.00473708,0.019483,0.0390129,0.0619513,0.0872336,0.114218,0.144712,0.172845,0.212852,0.257823,0.311707,0.375897,0.45375,0.567783,0.687001,0.804556,1.06591
-0.00363929,0.00385297,0.0169479,0.0336773,0.0525519,0.0727698,0.093466,0.119045,0.140364,0.172546,0.211353,0.259294,0.318327,0.393738,0.518272,0.668386,0.864718,1.11875
-0.00174687,0.0191445,0.0509443,0.0882176,0.128943,0.172319,0.217686,0.260338,0.31211,0.369615,0.433919,0.484355,0.568645,0.668411,0.812971,0.933359,1.10542,1.43175
-0.00178985,0.0189385,0.0504496,0.087835,0.127129,0.16866,0.209557,0.25329,0.293265,0.345675,0.402455,0.471523,0.553346,0.654497,0.772431,0.945313,1.1591,1.42768
-0.00275856,0.0113263,0.0353013,0.0643674,0.0958239,0.131254,0.167888,0.20101,0.244947,0.294352,0.353755,0.419969,0.50306,0.602857,0.745431,0.91869,1.13918,1.42708
-0.00325707,0.00474122,0.0194651,0.0389416,0.0613186,0.0867731,0.114827,0.14452,0.173947,0.224451,0.259619,0.317821,0.388037,0.474323,0.60831,0.765654,0.972257,1.23772
-0.00353748,0.00364161,0.016057,0.031716,0.0492354,0.0668987,0.0868389,0.1024,0.125495,0.150821,0.181568,0.219195,0.265525,0.33322,0.39056,0.523064,0.673608,0.866818
-0.00165526,0.0187641,0.0507903,0.0874627,0.126848,0.167565,0.210352,0.257893,0.294219,0.350303,0.408517,0.479355,0.564324,0.668315,0.790235,0.979755,1.195,1.48394
-0.00186511,0.0190687,0.0524312,0.0903891,0.132385,0.176275,0.223483,0.274729,0.32985,0.373178,0.436257,0.511222,0.599325,0.705036,0.832633,1.00652,1.21703,1.48249
-0.00354437,0.00471712,0.0195231,0.0391638,0.0615566,0.0866249,0.11578,0.14754,0.176446,0.216395,0.263045,0.319937,0.389054,0.474692,0.595575,0.739622,0.929534,1.16998
-0.00356323,0.00392681,0.0168762,0.0334488,0.0522576,0.0722174,0.0930886,0.11154,0.13745,0.165324,0.200298,0.243041,0.296036,0.370481,0.463387,0.585818,0.748673,0.95873
-0.00360075,0.00389232,0.0169393,0.0336024,0.0517757,0.0725681,0.0941645,0.113123,0.141532,0.1716,0.20986,0.257954,0.319253,0.402427,0.519061,0.670691,0.873675,1.1392
-0.00496614,-0.00103852,0.00448949,0.0122677,0.023304,0.0351516,0.0505307,0.0655455,0.0878219,0.113723,0.146131,0.186789,0.237907,0.304068,0.412947,0.542527,0.707691,0.926173
-0.00499822,-0.000959996,0.0052107,0.0142022,0.0258199,0.0386939,0.0550237,0.0777065,0.0975936,0.127059,0.163171,0.208702,0.264422,0.340076,0.453191,0.591153,0.763953,1.00451
-0.00352251,0.00440312,0.0186056,0.0371375,0.0584222,0.0820344,0.106517,0.134335,0.167428,0.192719,0.234736,0.28478,0.344967,0.418968,0.508151,0.657866,0.825878,1.04497
-0.00484397,-0.00136895,0.00287195,0.00864451,0.0169482,0.0253143,0.0365373,0.0491523,0.0619538,0.0814189,0.106121,0.137859,0.177012,0.246277,0.330169,0.440335,0.594826,0.794992
-0.0038188,0.00365775,0.0160345,0.0316634,0.0487551,0.0671127,0.0855772,0.104225,0.126284,0.151996,0.184146,0.223896,0.274051,0.347787,0.441538,0.569363,0.735083,0.955313
-0.000521382,0.0272317,0.0685907,0.115336,0.165926,0.218006,0.269142,0.324664,0.387633,0.439182,0.528996,0.58297,0.670686,0.775044,0.925953,1.05323,1.2205,1.45696
-0.00356622,0.00466391,0.019427,0.0389616,0.0608557,0.0878829,0.116307,0.13998,0.174388,0.214953,0.261932,0.318777,0.388281,0.476437,0.577467,0.746133,0.93971,1.18721
-0.00467413,-0.00111773,0.00373424,0.0105556,0.0196738,0.0304747,0.0412961,0.0570782,0.0732486,0.0961039,0.125809,0.163588,0.213944,0.272502,0.399258,0.54313,0.732566,0.986754
-0.000561877,0.0271578,0.0679203,0.113039,0.16253,0.213251,0.265321,0.321582,0.379584,0.432157,0.500843,0.581926,0.679056,0.795857,0.940117,1.13935,1.37205,1.68932
-0.00181974,0.0184868,0.0498199,0.0845361,0.122261,0.160694,0.196348,0.239821,0.284618,0.320053,0.370117,0.428932,0.49856,0.601062,0.684187,0.802441,0.989043,1.22064
-0.00520391,-0.00103561,0.00448898,0.0122307,0.0231257,0.0349852,0.0499709,0.0656846,0.0868306,0.111875,0.14322,0.182791,0.231958,0.29975,0.394673,0.513428,0.669181,0.873243
-0.00375245,0.00362784,0.016131,0.0319438,0.0487263,0.0686844,0.0866896,0.106528,0.128765,0.156246,0.190018,0.231393,0.282558,0.356646,0.451948,0.580256,0.746862,0.969733
-0.00258084,0.010543,0.0324538,0.0577503,0.0855027,0.114173,0.142904,0.174454,0.210525,0.239432,0.281482,0.334715,0.399694,0.492733,0.576189,0.739087,0.956737,1.21931
-0.0028978,0.0110475,0.034309,0.0624074,0.0931994,0.126041,0.159392,0.197912,0.227953,0.272498,0.323388,0.383264,0.452769,0.53664,0.650195,0.779655,0.951478,1.17785
-0.00338549,0.00418205,0.0178936,0.0356723,0.0556177,0.0774619,0.100807,0.130647,0.154106,0.190568,0.234573,0.288187,0.35485,0.438839,0.571969,0.735139,0.950321,1.22771
-0.00276708,0.0106936,0.0332875,0.0601738,0.0890121,0.119774,0.153874,0.187037,0.226876,0.257542,0.306429,0.364766,0.434969,0.519381,0.623626,0.795217,0.989125,1.2378
-0.00158265,0.0193732,0.0515827,0.0910089,0.133044,0.177577,0.225048,0.271939,0.326975,0.370956,0.436255,0.509433,0.596742,0.699245,0.827625,0.974276,1.19938,1.46216
-0.00504839,-0.00186433,0.00214969,0.00758735,0.0139997,0.02,0.029092,0.0414418,0.05338,0.0717189,0.0959058,0.131525,0.186227,0.256711,0.349443,0.495575,0.680696,0.930468
-0.00485287,-0.00197594,0.00213935,0.00732576,0.0133427,0.0207601,0.0257427,0.0356066,0.0476191,0.0621982,0.081471,0.106699,0.14038,0.181268,0.275123,0.382962,0.52761,0.72325
-0.00326753,0.00370102,0.0160737,0.0317532,0.0480676,0.0675104,0.0870731,0.102133,0.127219,0.152332,0.185054,0.224971,0.275225,0.349499,0.443783,0.564843,0.732165,0.949056
-0.00159129,0.0196472,0.0532609,0.0931575,0.136176,0.182223,0.229138,0.28025,0.337451,0.383704,0.454316,0.534382,0.629073,0.742979,0.891608,1.07437,1.32148,1.62453
-0.000890532,0.0268275,0.0681019,0.114611,0.16361,0.215122,0.266375,0.31742,0.38542,0.430527,0.500783,0.578949,0.671883,0.779453,0.940317,1.09736,1.23473,1.55247
-0.000628693,0.0275141,0.0709494,0.12051,0.173632,0.22833,0.292181,0.349389,0.402256,0.473686,0.555971,0.640151,0.742306,0.864648,1.00891,1.18862,1.40497,1.67374
-0.00182532,0.0194518,0.0528203,0.0918436,0.135071,0.182218,0.225687,0.280364,0.338461,0.38854,0.456277,0.535358,0.629972,0.743973,0.880235,1.04089,1.29185,1.58135
-0.00490033,-0.000845664,0.0050924,0.0141044,0.0255,0.0391748,0.0556144,0.0731621,0.096036,0.12411,0.157569,0.198913,0.252335,0.32604,0.419214,0.544091,0.701641,0.908628
-0.00356585,0.00392059,0.0168389,0.0333888,0.0516628,0.0704389,0.0895077,0.116647,0.135782,0.166696,0.203719,0.249521,0.309456,0.394551,0.499133,0.650707,0.851631,1.11106
-0.000610782,0.0266281,0.0682915,0.114774,0.163579,0.214572,0.261509,0.31799,0.381461,0.424208,0.492485,0.571919,0.664523,0.774974,0.928401,1.07011,1.32027,1.61353
-0.00286185,0.0106071,0.0324172,0.0586772,0.0867948,0.116742,0.144188,0.177639,0.204413,0.243286,0.288863,0.342265,0.407318,0.50157,0.578654,0.741374,0.933164,1.17856
-0.000620435,0.0270312,0.0692125,0.116631,0.168725,0.223665,0.280833,0.335985,0.398754,0.465597,0.549339,0.610004,0.703116,0.814185,0.982105,1.13366,1.31855,1.54273
-0.00063209,0.0265346,0.0683699,0.113986,0.163093,0.214484,0.263162,0.318929,0.380917,0.430413,0.497099,0.572658,0.66357,0.771226,0.898443,1.07354,1.2788,1.56049
-0.00333168,0.00448087,0.0186588,0.0372639,0.0591753,0.0824656,0.108771,0.131814,0.165167,0.202329,0.245842,0.299006,0.363302,0.442914,0.557303,0.700384,0.877289,1.11156
-0.00355723,0.00440306,0.0185974,0.0371933,0.0586487,0.0829207,0.107668,0.138097,0.164065,0.201931,0.248549,0.304282,0.373651,0.459036,0.597453,0.76243,0.972945,1.25369
-0.00350997,0.0041637,0.0178084,0.0354438,0.0553963,0.0766634,0.0976012,0.128102,0.150648,0.183403,0.223112,0.271059,0.329554,0.409614,0.510681,0.636287,0.808215,1.02765
-0.000764483,0.026745,0.0679997,0.115049,0.163706,0.212339,0.267288,0.313586,0.381533,0.428543,0.496497,0.578839,0.669818,0.780682,0.913094,1.08238,1.32443,1.61455
-0.00180858,0.0185057,0.0495137,0.0857417,0.123475,0.16125,0.202163,0.233798,0.28998,0.340404,0.375237,0.439464,0.514473,0.60579,0.715234,0.88096,1.09168,1.35242
-0.00519574,-0.00126828,0.003793,0.0106886,0.0201661,0.0300893,0.0434242,0.0581456,0.0755314,0.0994784,0.129677,0.169077,0.21814,0.283021,0.409658,0.551723,0.740465,0.995314
-0.00155617,0.0185154,0.0500589,0.0862292,0.12379,0.162148,0.199107,0.244577,0.27778,0.325668,0.377424,0.438889,0.511742,0.598839,0.704553,0.834624,1.0344,1.26986
-0.00380129,0.00416349,0.0177357,0.0353192,0.0554166,0.0777278,0.1002,0.126184,0.149063,0.182139,0.221912,0.269586,0.328206,0.412206,0.501757,0.594193,0.80002,1.03688
-0.00453204,-0.000950998,0.00443016,0.0126406,0.0229547,0.0351271,0.0498436,0.0657062,0.0869008,0.112997,0.14522,0.185357,0.235032,0.302374,0.401729,0.530358,0.695456,0.908217
-0.000558626,0.0266977,0.0670024,0.11262,0.159395,0.206858,0.256935,0.308734,0.354862,0.405709,0.465692,0.532586,0.611761,0.704993,0.820485,0.956503,1.13486,1.36146
-0.00182195,0.0183813,0.0498321,0.085932,0.123787,0.163736,0.200444,0.235373,0.282258,0.331213,0.385677,0.451767,0.530049,0.624525,0.741271,0.917891,1.13122,1.40863
-0.00248276,0.0107764,0.0331547,0.0603556,0.089795,0.119178,0.15176,0.186127,0.215146,0.255385,0.302184,0.357884,0.42427,0.505585,0.60236,0.750142,0.928405,1.16131
-0.00251965,0.0115368,0.0352615,0.0640634,0.0961346,0.1313,0.165628,0.20661,0.241891,0.291693,0.347169,0.412941,0.490735,0.586366,0.699369,0.875195,1.07482,1.32764
-0.00265219,0.0111258,0.0341697,0.0622362,0.0934115,0.125782,0.158567,0.195758,0.228168,0.271836,0.323309,0.383462,0.456364,0.543649,0.666464,0.815828,1.00975,1.25386
-0.00170778,0.0184224,0.0496254,0.0860605,0.124113,0.163589,0.201674,0.246239,0.292079,0.328149,0.384887,0.450546,0.544105,0.639332,0.733877,0.871685,1.10043,1.3813
-0.00475707,-0.00122896,0.00306854,0.00906362,0.0165499,0.024637,0.034509,0.0465082,0.0608101,0.0767285,0.0995742,0.129237,0.169534,0.220362,0.278478,0.371278,0.568144,0.767415
-0.00177476,0.0190595,0.0521592,0.0910113,0.132496,0.175394,0.222029,0.27254,0.313366,0.372235,0.435116,0.510391,0.599383,0.707183,0.835742,1.01648,1.24138,1.53152
-0.00161435,0.018494,0.049816,0.0858251,0.122178,0.162082,0.197615,0.246119,0.292377,0.346336,0.387826,0.455025,0.536252,0.653507,0.75453,0.899034,1.14738,1.44388
-0.00245129,0.0114441,0.0351139,0.0638359,0.0955297,0.129866,0.163816,0.202396,0.236865,0.28306,0.336125,0.398663,0.473404,0.563452,0.68252,0.837146,1.03416,1.2869
-0.00173511,0.0185045,0.0498331,0.0853818,0.123045,0.161927,0.199871,0.233008,0.288618,0.321531,0.37309,0.434328,0.50512,0.590196,0.693559,0.820801,1.02028,1.25211
-0.00173707,0.0191834,0.052366,0.0910632,0.132639,0.17746,0.222225,0.270564,0.325927,0.369393,0.432681,0.507612,0.595996,0.70177,0.827904,1.01838,1.23572,1.51941
-0.000561891,0.0273878,0.0704906,0.12019,0.170088,0.224221,0.285965,0.347414,0.414784,0.475017,0.556207,0.6458,0.752904,0.879265,1.03025,1.21654,1.48942,1.81203
-0.000463013,0.0279696,0.0709407,0.120669,0.173718,0.229568,0.290963,0.347103,0.418891,0.475286,0.552261,0.642381,0.748262,0.872865,1.01939,1.21952,1.45464,1.75419
-0.00177479,0.0188787,0.050941,0.0883065,0.129283,0.172486,0.216772,0.264149,0.319121,0.377198,0.421539,0.493491,0.579575,0.681623,0.831625,0.951262,1.16843,1.45603
-0.00282304,0.0105116,0.0324661,0.0581259,0.0857483,0.114878,0.142871,0.173972,0.200213,0.239078,0.277493,0.32635,0.384895,0.456055,0.545858,0.673071,0.836389,1.04195
-0.00344674,0.00398408,0.0170178,0.0338314,0.0528384,0.07291,0.0909781,0.120569,0.141583,0.174427,0.213749,0.262063,0.322232,0.410006,0.517323,0.609592,0.860201,1.1192
-0.00255642,0.0116393,0.0360483,0.0652834,0.098546,0.13311,0.175277,0.205497,0.25057,0.300554,0.358161,0.422805,0.501306,0.593545,0.70817,0.863227,1.05028,1.28857
-0.00537369,-0.00165633,0.00281395,0.00893478,0.0160152,0.0251705,0.0351179,0.0474851,0.0610112,0.080739,0.106723,0.140177,0.183748,0.263934,0.361851,0.504848,0.689526,0.944508
-0.00090189,0.0264785,0.0673899,0.113304,0.161015,0.211802,0.256568,0.313303,0.370689,0.415729,0.480796,0.554533,0.641364,0.745509,0.866601,1.01821,1.2376,1.5013
-0.000557138,0.0264251,0.0677209,0.112228,0.161358,0.212874,0.266575,0.316495,0.375106,0.44023,0.48766,0.562599,0.64827,0.74788,0.865474,1.03899,1.17306,1.35996
-0.00340578,0.00368245,0.0159816,0.0315496,0.0484926,0.0662378,0.0856474,0.10552,0.122178,0.147067,0.178094,0.215638,0.262129,0.329075,0.412408,0.484651,0.681207,0.882146
-0.000502993,0.0259811,0.0672233,0.11281,0.160511,0.209271,0.256338,0.305223,0.363828,0.424807,0.468618,0.539243,0.620956,0.715594,0.82784,0.969704,1.11946,1.38549
-0.00299481,0.0105098,0.0323619,0.0580925,0.0852923,0.114705,0.141901,0.167273,0.199842,0.234425,0.274831,0.323255,0.381872,0.451885,0.553651,0.679473,0.841258,1.05551
-0.00517605,-0.001248,0.00376994,0.0105403,0.0207122,0.0311453,0.0440477,0.05797,0.0776737,0.101112,0.131147,0.168858,0.216645,0.284066,0.385785,0.510338,0.677328,0.891965
-0.00457655,-0.00104986,0.00376404,0.0106319,0.0196828,0.0306265,0.0418445,0.0563597,0.0718534,0.092942,0.119239,0.152113,0.196109,0.250848,0.332601,0.395962,0.575,0.759249
-0.00352471,0.00362252,0.0159932,0.0315937,0.0478082,0.0655473,0.0842064,0.101847,0.125277,0.152402,0.185288,0.227022,0.288987,0.361353,0.429841,0.610404,0.802259,1.05815
-0.00260023,0.0113797,0.0352217,0.0643252,0.0965325,0.130411,0.165965,0.201684,0.243224,0.289625,0.345394,0.408465,0.483731,0.572917,0.682329,0.831336,1.01462,1.24596
-0.00475245,-0.000775658,0.00526099,0.0141557,0.0260447,0.0408626,0.05707,0.0776914,0.098484,0.127779,0.163144,0.207055,0.261024,0.330334,0.435099,0.559736,0.724317,0.935371
-0.00158612,0.0194278,0.0518571,0.0922966,0.13576,0.18234,0.230117,0.283947,0.342026,0.40818,0.460276,0.542837,0.64153,0.758923,0.929527,1.07063,1.33957,1.67164
-0.00259214,0.0107062,0.0334626,0.0599136,0.0893401,0.120854,0.151964,0.188937,0.226635,0.258329,0.306794,0.365987,0.435528,0.536801,0.625285,0.753307,0.980463,1.2467
-0.00248506,0.0116311,0.0358791,0.0647063,0.0982462,0.134627,0.17215,0.216163,0.261683,0.302464,0.36081,0.428532,0.508524,0.625187,0.74347,0.849454,1.01258,1.30915
-0.00361627,0.00365824,0.0161405,0.0319745,0.0492367,0.0669883,0.0850046,0.105946,0.130516,0.158077,0.191926,0.233998,0.291816,0.355004,0.464811,0.594799,0.770775,0.996081
-0.00489748,-0.000894967,0.00526949,0.0144118,0.0264559,0.040141,0.0568415,0.0786748,0.102748,0.132637,0.169771,0.21633,0.273031,0.350727,0.442381,0.589852,0.764009,0.988709
-0.00358485,0.00357233,0.0160658,0.0318328,0.0491185,0.0673222,0.0861362,0.107785,0.125849,0.154064,0.187665,0.229643,0.281948,0.357314,0.454016,0.5907,0.784036,1.02407
-0.00051613,0.0271991,0.069662,0.117874,0.169582,0.225152,0.279393,0.34046,0.407863,0.479284,0.531253,0.617726,0.71731,0.83516,0.978349,1.14545,1.38513,1.66949
-0.00147514,0.0198042,0.0527032,0.0931353,0.136747,0.183952,0.234487,0.279757,0.342719,0.391966,0.462386,0.544792,0.64054,0.752503,0.903034,1.04418,1.28982,1.57309
-0.0047235,-0.00112081,0.00385396,0.0110618,0.0200637,0.0307441,0.0438167,0.0595315,0.0769709,0.0983919,0.127325,0.163437,0.209258,0.271719,0.363801,0.478644,0.63021,0.834576
-0.00332773,0.0039243,0.0168998,0.0335093,0.052035,0.0719182,0.093551,0.112138,0.138037,0.168028,0.204765,0.249439,0.30512,0.385388,0.457086,0.621826,0.806739,1.04884
-0.00322083,0.0047274,0.019413,0.0388544,0.0614723,0.0858262,0.114431,0.138362,0.173674,0.214609,0.26143,0.318554,0.38877,0.47497,0.586288,0.761733,0.971824,1.24032
-0.00257919,0.0105177,0.0325265,0.0581908,0.0861359,0.114907,0.147228,0.172263,0.211418,0.240697,0.283818,0.336448,0.399226,0.49056,0.569321,0.683806,0.893744,1.14084
-0.00347738,0.00389336,0.0169137,0.0335177,0.0513751,0.0723324,0.091706,0.112239,0.136374,0.16465,0.198304,0.239298,0.288775,0.349807,0.44411,0.558573,0.709246,0.903768
-0.000552181,0.0271264,0.0693811,0.117026,0.169351,0.224905,0.27893,0.339526,0.40355,0.461877,0.541409,0.625654,0.726468,0.843288,1.0058,1.16102,1.36297,1.65713
-0.00166044,0.0188852,0.0495715,0.0859844,0.124072,0.16402,0.20155,0.24367,0.278858,0.327554,0.381825,0.44547,0.522498,0.617472,0.745149,0.904084,1.10628,1.37783
-0.00502248,-0.00186403,0.00222646,0.0066035,0.0137589,0.0207887,0.0273457,0.0386868,0.0494036,0.0660263,0.0878147,0.121672,0.156478,0.211264,0.294232,0.44219,0.613656,0.846811
-0.00254264,0.0110672,0.0341279,0.0622492,0.093104,0.125566,0.159455,0.196742,0.240426,0.272694,0.324499,0.384993,0.456586,0.555857,0.671963,0.767511,0.919685,1.20989
-0.000452183,0.0276102,0.0710289,0.118885,0.172511,0.229469,0.288114,0.346582,0.421033,0.475595,0.556875,0.64621,0.748373,0.868356,1.01144,1.18841,1.4062,1.67429
-0.00248268,0.0115933,0.0358681,0.0650225,0.0982327,0.135295,0.171386,0.216547,0.263964,0.304321,0.364387,0.436945,0.524241,0.62928,0.781157,0.96616,1.20158,1.50426
-0.00176262,0.0187011,0.0506942,0.0877729,0.12695,0.167625,0.205355,0.251425,0.291823,0.343685,0.397302,0.462703,0.540238,0.632827,0.745491,0.905553,1.08505,1.34011
-0.00344373,0.00446206,0.0186578,0.0373981,0.0591059,0.0840579,0.109828,0.133047,0.167946,0.217415,0.25237,0.311207,0.383441,0.485709,0.610455,0.766798,0.985661,1.27372
